"aq",,,,
"Czas","Si³a","Przemieszczenie","Naprê¿.","Rozstaw"
"sec","N","mm","N/mm2","mm"
"1845,73","-0,0278155","-1,145752","-0,0001574035","4,459251"
"1845,74","-0,0278155","-1,145252","-0,0001574035","4,458752"
"1845,75","-0,02789497","-1,144627","-0,0001578533","4,458126"
"1845,76","-0,02789497","-1,144001","-0,0001578533","4,4575"
"1845,77","-0,02789497","-1,143375","-0,0001578533","4,456875"
"1845,78","-0,02829234","-1,142124","-0,0001601019","4,455624"
"1845,79","-0,02853076","-1,140751","-0,0001614511","4,45425"
"1845,8","-0,02813339","-1,139751","-0,0001592024","4,453251"
"1845,81","-0,02749761","-1,139","-0,0001556046","4,452499"
"1845,82","-0,02702077","-1,138126","-0,0001529063","4,451626"
"1845,83","-0,02662341","-1,137375","-0,0001506577","4,450874"
"1845,84","-0,02662341","-1,136627","-0,0001506577","4,450127"
"1845,85","-0,02741814","-1,135876","-0,0001551549","4,449375"
"1845,86","-0,02805392","-1,13525","-0,0001587527","4,44875"
"1845,87","-0,02805392","-1,134624","-0,0001587527","4,448124"
"1845,88","-0,0278155","-1,133999","-0,0001574035","4,447498"
"1845,89","-0,02765656","-1,133251","-0,0001565041","4,446751"
"1845,9","-0,02789497","-1,131874","-0,0001578533","4,445374"
"1845,91","-0,02813339","-1,130627","-0,0001592024","4,444126"
"1845,92","-0,02813339","-1,129749","-0,0001592024","4,443249"
"1845,93","-0,0278155","-1,129002","-0,0001574035","4,442501"
"1845,94","-0,02749761","-1,128124","-0,0001556046","4,441624"
"1845,95","-0,02725919","-1,127377","-0,0001542555","4,440876"
"1845,96","-0,02702077","-1,126499","-0,0001529063","4,439999"
"1845,97","-0,02638499","-1,125877","-0,0001493085","4,439377"
"1845,98","-0,02582868","-1,125252","-0,0001461604","4,438751"
"1845,99","-0,02582868","-1,1245","-0,0001461604","4,438"
"1846","-0,02638499","-1,123875","-0,0001493085","4,437374"
"1846,01","-0,02725919","-1,123127","-0,0001542555","4,436626"
"1846,02","-0,02789497","-1,12175","-0,0001578533","4,435249"
"1846,03","-0,02805392","-1,120625","-0,0001587527","4,434124"
"1846,04","-0,0278155","-1,119625","-0,0001574035","4,433125"
"1846,05","-0,02765656","-1,118752","-0,0001565041","4,432251"
"1846,06","-0,02749761","-1,117874","-0,0001556046","4,431374"
"1846,07","-0,02710024","-1,117001","-0,000153356","4,4305"
"1846,08","-0,02622604","-1,116375","-0,000148409","4,429874"
"1846,09","-0,02559026","-1,115875","-0,0001448113","4,429375"
"1846,1","-0,02582868","-1,115128","-0,0001461604","4,428627"
"1846,11","-0,02662341","-1,114376","-0,0001506577","4,427876"
"1846,12","-0,02741814","-1,11375","-0,0001551549","4,42725"
"1846,13","-0,02805392","-1,112877","-0,0001587527","4,426376"
"1846,14","-0,02845128","-1,1115","-0,0001610013","4,424999"
"1846,15","-0,02813339","-1,110626","-0,0001592024","4,424126"
"1846,16","-0,0278155","-1,109749","-0,0001574035","4,423248"
"1846,17","-0,02741814","-1,109001","-0,0001551549","4,422501"
"1846,18","-0,02741814","-1,108128","-0,0001551549","4,421627"
"1846,19","-0,02725919","-1,107376","-0,0001542555","4,420876"
"1846,2","-0,02725919","-1,106503","-0,0001542555","4,420002"
"1846,21","-0,02710024","-1,105751","-0,000153356","4,41925"
"1846,22","-0,02702077","-1,105251","-0,0001529063","4,418751"
"1846,23","-0,02725919","-1,104626","-0,0001542555","4,418125"
"1846,24","-0,02749761","-1,104","-0,0001556046","4,4175"
"1846,25","-0,0278155","-1,103374","-0,0001574035","4,416874"
"1846,26","-0,02789497","-1,102249","-0,0001578533","4,415749"
"1846,27","-0,0278155","-1,100876","-0,0001574035","4,414375"
"1846,28","-0,02725919","-1,099876","-0,0001542555","4,413376"
"1846,29","-0,02686183","-1,098999","-0,0001520068","4,412498"
"1846,3","-0,02702077","-1,098125","-0,0001529063","4,411625"
"1846,31","-0,0278155","-1,097374","-0,0001574035","4,410873"
"1846,32","-0,02884865","-1,096626","-0,00016325","4,410126"
"1846,33","-0,02964338","-1,095875","-0,0001677472","4,409374"
"1846,34","-0,02964338","-1,095249","-0,0001677472","4,408749"
"1846,35","-0,02892812","-1,094501","-0,0001636997","4,408001"
"1846,36","-0,02805392","-1,093876","-0,0001587527","4,407375"
"1846,37","-0,02749761","-1,093124","-0,0001556046","4,406624"
"1846,38","-0,02725919","-1,091877","-0,0001542555","4,405376"
"1846,39","-0,02686183","-1,090626","-0,0001520068","4,404125"
"1846,4","-0,02638499","-1,089752","-0,0001493085","4,403252"
"1846,41","-0,0260671","-1,089001","-0,0001475096","4,4025"
"1846,42","-0,02670288","-1,088001","-0,0001511074","4,401501"
"1846,43","-0,02765656","-1,08725","-0,0001565041","4,400749"
"1846,44","-0,02845128","-1,086502","-0,0001610013","4,400002"
"1846,45","-0,0286897","-1,085876","-0,0001623505","4,399376"
"1846,46","-0,02908707","-1,085251","-0,0001645991","4,39875"
"1846,47","-0,02924601","-1,084499","-0,0001654986","4,397999"
"1846,48","-0,02908707","-1,084","-0,0001645991","4,397499"
"1846,49","-0,0286897","-1,083252","-0,0001623505","4,396751"
"1846,5","-0,02845128","-1,081875","-0,0001610013","4,395374"
"1846,51","-0,02829234","-1,080502","-0,0001601019","4,394001"
"1846,52","-0,02765656","-1,079624","-0,0001565041","4,393124"
"1846,53","-0,02702077","-1,078751","-0,0001529063","4,39225"
"1846,54","-0,02702077","-1,077877","-0,0001529063","4,391376"
"1846,55","-0,02765656","-1,077","-0,0001565041","4,390499"
"1846,56","-0,02805392","-1,076374","-0,0001587527","4,389874"
"1846,57","-0,0278155","-1,075874","-0,0001574035","4,389374"
"1846,58","-0,02749761","-1,075127","-0,0001556046","4,388626"
"1846,59","-0,0278155","-1,074501","-0,0001574035","4,388"
"1846,6","-0,02813339","-1,073875","-0,0001592024","4,387375"
"1846,61","-0,02813339","-1,073002","-0,0001592024","4,386501"
"1846,62","-0,0278155","-1,071625","-0,0001574035","4,385124"
"1846,63","-0,02765656","-1,070625","-0,0001565041","4,384125"
"1846,64","-0,02789497","-1,069874","-0,0001578533","4,383373"
"1846,65","-0,02813339","-1,068874","-0,0001592024","4,382374"
"1846,66","-0,02789497","-1,068001","-0,0001578533","4,3815"
"1846,67","-0,02710024","-1,067249","-0,000153356","4,380749"
"1846,68","-0,02662341","-1,066502","-0,0001506577","4,380001"
"1846,69","-0,02725919","-1,065876","-0,0001542555","4,379375"
"1846,7","-0,02829234","-1,065125","-0,0001601019","4,378624"
"1846,71","-0,02908707","-1,064625","-0,0001645991","4,378124"
"1846,72","-0,0286897","-1,063999","-0,0001623505","4,377499"
"1846,73","-0,0278155","-1,063377","-0,0001574035","4,376877"
"1846,74","-0,02710024","-1,062374","-0,000153356","4,375874"
"1846,75","-0,02725919","-1,060875","-0,0001542555","4,374374"
"1846,76","-0,02765656","-1,05975","-0,0001565041","4,373249"
"1846,77","-0,02813339","-1,059002","-0,0001592024","4,372501"
"1846,78","-0,02892812","-1,058125","-0,0001636997","4,371624"
"1846,79","-0,0298818","-1,057251","-0,0001690964","4,37075"
"1846,8","-0,02996127","-1,056625","-0,0001695461","4,370125"
"1846,81","-0,02924601","-1,055874","-0,0001654986","4,369373"
"1846,82","-0,02845128","-1,055252","-0,0001610013","4,368752"
"1846,83","-0,02845128","-1,054501","-0,0001610013","4,368"
"1846,84","-0,02884865","-1,053875","-0,00016325","4,367374"
"1846,85","-0,02908707","-1,053127","-0,0001645991","4,366627"
"1846,86","-0,02908707","-1,05175","-0,0001645991","4,36525"
"1846,87","-0,02884865","-1,050625","-0,00016325","4,364124"
"1846,88","-0,02805392","-1,049751","-0,0001587527","4,363251"
"1846,89","-0,02741814","-1,049","-0,0001551549","4,362499"
"1846,9","-0,02702077","-1,048126","-0,0001529063","4,361626"
"1846,91","-0,02670288","-1,047249","-0,0001511074","4,360748"
"1846,92","-0,0260671","-1,046501","-0,0001475096","4,360001"
"1846,93","-0,02503395","-1,04575","-0,0001416632","4,359249"
"1846,94","-0,02479553","-1,04525","-0,000140314","4,358749"
"1846,95","-0,02566973","-1,044502","-0,000145261","4,358002"
"1846,96","-0,02741814","-1,043877","-0,0001551549","4,357376"
"1846,97","-0,02845128","-1,043125","-0,0001610013","4,356625"
"1846,98","-0,02789497","-1,041874","-0,0001578533","4,355373"
"1846,99","-0,02670288","-1,040501","-0,0001511074","4,354"
"1847","-0,02598763","-1,039627","-0,0001470599","4,353127"
"1847,01","-0,0260671","-1,03875","-0,0001475096","4,352249"
"1847,02","-0,02670288","-1,037876","-0,0001511074","4,351376"
"1847,03","-0,02725919","-1,037003","-0,0001542555","4,350502"
"1847,04","-0,02749761","-1,036377","-0,0001556046","4,349876"
"1847,05","-0,02765656","-1,035877","-0,0001565041","4,349377"
"1847,06","-0,02789497","-1,035126","-0,0001578533","4,348625"
"1847,07","-0,02829234","-1,034374","-0,0001601019","4,347874"
"1847,08","-0,02845128","-1,033752","-0,0001610013","4,347252"
"1847,09","-0,02789497","-1,033001","-0,0001578533","4,3465"
"1847,1","-0,02710024","-1,031502","-0,000153356","4,345001"
"1847,11","-0,02670288","-1,030624","-0,0001511074","4,344124"
"1847,12","-0,02686183","-1,029877","-0,0001520068","4,343376"
"1847,13","-0,02702077","-1,028999","-0,0001529063","4,342499"
"1847,14","-0,02741814","-1,028126","-0,0001551549","4,341625"
"1847,15","-0,02813339","-1,027252","-0,0001592024","4,340752"
"1847,16","-0,0286897","-1,026501","-0,0001623505","4,34"
"1847,17","-0,02892812","-1,025875","-0,0001636997","4,339375"
"1847,18","-0,02924601","-1,025127","-0,0001654986","4,338627"
"1847,19","-0,02924601","-1,024624","-0,0001654986","4,338123"
"1847,2","-0,0286897","-1,024002","-0,0001623505","4,337502"
"1847,21","-0,02805392","-1,023376","-0,0001587527","4,336876"
"1847,22","-0,02789497","-1,022377","-0,0001578533","4,335876"
"1847,23","-0,02884865","-1,021","-0,00016325","4,334499"
"1847,24","-0,0298818","-1,019753","-0,0001690964","4,333252"
"1847,25","-0,03012021","-1,019001","-0,0001704455","4,3325"
"1847,26","-0,02948443","-1,018127","-0,0001668477","4,331627"
"1847,27","-0,0286897","-1,017376","-0,0001623505","4,330875"
"1847,28","-0,0286897","-1,016502","-0,0001623505","4,330002"
"1847,29","-0,02932549","-1,015751","-0,0001659483","4,32925"
"1847,3","-0,02996127","-1,015251","-0,0001695461","4,328751"
"1847,31","-0,02972285","-1,014626","-0,0001681969","4,328125"
"1847,32","-0,02924601","-1,013874","-0,0001654986","4,327374"
"1847,33","-0,02892812","-1,013252","-0,0001636997","4,326752"
"1847,34","-0,02924601","-1,012127","-0,0001654986","4,325626"
"1847,35","-0,02924601","-1,010624","-0,0001654986","4,324123"
"1847,36","-0,02884865","-1,00975","-0,00016325","4,32325"
"1847,37","-0,02829234","-1,008877","-0,0001601019","4,322376"
"1847,38","-0,02813339","-1,007999","-0,0001592024","4,321499"
"1847,39","-0,02845128","-1,007252","-0,0001610013","4,320751"
"1847,4","-0,02853076","-1,006626","-0,0001614511","4,320126"
"1847,41","-0,0286897","-1,005875","-0,0001623505","4,319374"
"1847,42","-0,0286897","-1,005127","-0,0001623505","4,318626"
"1847,43","-0,0286897","-1,004375","-0,0001623505","4,317875"
"1847,44","-0,02829234","-1,003876","-0,0001601019","4,317375"
"1847,45","-0,02789497","-1,003124","-0,0001578533","4,316624"
"1847,46","-0,02805392","-1,001751","-0,0001587527","4,31525"
"1847,47","-0,02845128","-1,0005","-0,0001610013","4,313999"
"1847,48","-0,02853076","-0,999752","-0,0001614511","4,313251"
"1847,49","-0,02853076","-0,9988747","-0,0001614511","4,312374"
"1847,5","-0,0286897","-0,9978752","-0,0001623505","4,311375"
"1847,51","-0,02924601","-0,9970016","-0,0001654986","4,310501"
"1847,52","-0,02972285","-0,996376","-0,0001681969","4,309875"
"1847,53","-0,02972285","-0,9957504","-0,0001681969","4,30925"
"1847,54","-0,02932549","-0,9951248","-0,0001659483","4,308624"
"1847,55","-0,0286897","-0,9943771","-0,0001623505","4,307877"
"1847,56","-0,02813339","-0,9937515","-0,0001592024","4,307251"
"1847,57","-0,02789497","-0,9928741","-0,0001578533","4,306374"
"1847,58","-0,02765656","-0,9915009","-0,0001565041","4,305"
"1847,59","-0,02749761","-0,9906273","-0,0001556046","4,304127"
"1847,6","-0,02765656","-0,9898758","-0,0001565041","4,303375"
"1847,61","-0,02789497","-0,9890022","-0,0001578533","4,302502"
"1847,62","-0,02789497","-0,9881248","-0,0001578533","4,301624"
"1847,63","-0,02789497","-0,9872513","-0,0001578533","4,300751"
"1847,64","-0,02829234","-0,9864998","-0,0001601019","4,299999"
"1847,65","-0,02892812","-0,9858742","-0,0001636997","4,299374"
"1847,66","-0,02964338","-0,9852524","-0,0001677472","4,298752"
"1847,67","-0,02996127","-0,9846268","-0,0001695461","4,298126"
"1847,68","-0,02972285","-0,9840012","-0,0001681969","4,297501"
"1847,69","-0,02924601","-0,9833755","-0,0001654986","4,296875"
"1847,7","-0,02908707","-0,9823761","-0,0001645991","4,295876"
"1847,71","-0,02972285","-0,980999","-0,0001681969","4,294498"
"1847,72","-0,03012021","-0,9797516","-0,0001704455","4,293251"
"1847,73","-0,02948443","-0,9790001","-0,0001668477","4,2925"
"1847,74","-0,02813339","-0,9781265","-0,0001592024","4,291626"
"1847,75","-0,02749761","-0,977375","-0,0001556046","4,290874"
"1847,76","-0,0278155","-0,9763756","-0,0001574035","4,289875"
"1847,77","-0,02845128","-0,97575","-0,0001610013","4,289249"
"1847,78","-0,0286897","-0,9751244","-0,0001623505","4,288624"
"1847,79","-0,02829234","-0,9745026","-0,0001601019","4,288002"
"1847,8","-0,02813339","-0,973877","-0,0001592024","4,287376"
"1847,81","-0,02829234","-0,9732513","-0,0001601019","4,286751"
"1847,82","-0,02845128","-0,972126","-0,0001610013","4,285625"
"1847,83","-0,02853076","-0,9706268","-0,0001614511","4,284126"
"1847,84","-0,02908707","-0,9697495","-0,0001645991","4,283249"
"1847,85","-0,02948443","-0,9688759","-0,0001668477","4,282375"
"1847,86","-0,02964338","-0,9681244","-0,0001677472","4,281624"
"1847,87","-0,02964338","-0,9673767","-0,0001677472","4,280876"
"1847,88","-0,02948443","-0,9664993","-0,0001668477","4,279999"
"1847,89","-0,02908707","-0,9658775","-0,0001645991","4,279377"
"1847,9","-0,02853076","-0,965126","-0,0001614511","4,278625"
"1847,91","-0,02813339","-0,9643745","-0,0001592024","4,277874"
"1847,92","-0,02805392","-0,9638748","-0,0001587527","4,277374"
"1847,93","-0,02789497","-0,9631271","-0,0001578533","4,276627"
"1847,94","-0,02813339","-0,9618759","-0,0001592024","4,275375"
"1847,95","-0,02853076","-0,9604988","-0,0001614511","4,273998"
"1847,96","-0,02892812","-0,9596252","-0,0001636997","4,273125"
"1847,97","-0,02892812","-0,9587517","-0,0001636997","4,272251"
"1847,98","-0,0286897","-0,9578743","-0,0001623505","4,271374"
"1847,99","-0,02805392","-0,9570007","-0,0001587527","4,2705"
"1848","-0,02765656","-0,9563751","-0,0001565041","4,269875"
"1848,01","-0,02765656","-0,9557495","-0,0001565041","4,269249"
"1848,02","-0,02813339","-0,9551239","-0,0001592024","4,268623"
"1848,03","-0,02884865","-0,9543762","-0,00016325","4,267876"
"1848,04","-0,02924601","-0,9537506","-0,0001654986","4,26725"
"1848,05","-0,02932549","-0,952877","-0,0001659483","4,266376"
"1848,06","-0,02892812","-0,9514999","-0,0001636997","4,264999"
"1848,07","-0,02845128","-0,9506264","-0,0001610013","4,264126"
"1848,08","-0,02749761","-0,9498749","-0,0001556046","4,263374"
"1848,09","-0,02686183","-0,9490013","-0,0001520068","4,262501"
"1848,1","-0,02710024","-0,9481239","-0,000153356","4,261623"
"1848,11","-0,02789497","-0,9473763","-0,0001578533","4,260876"
"1848,12","-0,02845128","-0,9466248","-0,0001610013","4,260124"
"1848,13","-0,02892812","-0,9458771","-0,0001636997","4,259377"
"1848,14","-0,02908707","-0,9451256","-0,0001645991","4,258625"
"1848,15","-0,02884865","-0,9446259","-0,00016325","4,258125"
"1848,16","-0,02853076","-0,9438744","-0,0001614511","4,257374"
"1848,17","-0,02892812","-0,9433746","-0,0001636997","4,256874"
"1848,18","-0,02964338","-0,9423752","-0,0001677472","4,255875"
"1848,19","-0,02964338","-0,9410019","-0,0001677472","4,254501"
"1848,2","-0,02948443","-0,9397507","-0,0001668477","4,25325"
"1848,21","-0,02972285","-0,9389992","-0,0001681969","4,252499"
"1848,22","-0,02996127","-0,9381256","-0,0001695461","4,251625"
"1848,23","-0,02948443","-0,9373741","-0,0001668477","4,250874"
"1848,24","-0,02845128","-0,9366264","-0,0001610013","4,250126"
"1848,25","-0,0278155","-0,9357491","-0,0001574035","4,249249"
"1848,26","-0,02805392","-0,9351273","-0,0001587527","4,248627"
"1848,27","-0,0286897","-0,9345016","-0,0001623505","4,248001"
"1848,28","-0,02908707","-0,933876","-0,0001645991","4,247375"
"1848,29","-0,02908707","-0,9332504","-0,0001645991","4,24675"
"1848,3","-0,02884865","-0,9321251","-0,00016325","4,245625"
"1848,31","-0,02853076","-0,9305","-0,0001614511","4,243999"
"1848,32","-0,02813339","-0,9297523","-0,0001592024","4,243252"
"1848,33","-0,02805392","-0,9290009","-0,0001587527","4,2425"
"1848,34","-0,02829234","-0,9281273","-0,0001601019","4,241627"
"1848,35","-0,02884865","-0,9273758","-0,00016325","4,240875"
"1848,36","-0,02908707","-0,9265022","-0,0001645991","4,240002"
"1848,37","-0,02884865","-0,9258766","-0,00016325","4,239376"
"1848,38","-0,02845128","-0,9251251","-0,0001610013","4,238625"
"1848,39","-0,0286897","-0,9244995","-0,0001623505","4,237999"
"1848,4","-0,02908707","-0,9238739","-0,0001645991","4,237373"
"1848,41","-0,02908707","-0,9232521","-0,0001645991","4,236752"
"1848,42","-0,02853076","-0,9220009","-0,0001614511","4,2355"
"1848,43","-0,02829234","-0,9205017","-0,0001601019","4,234001"
"1848,44","-0,02813339","-0,9197502","-0,0001592024","4,23325"
"1848,45","-0,02829234","-0,9188766","-0,0001601019","4,232376"
"1848,46","-0,02884865","-0,9178772","-0,00016325","4,231377"
"1848,47","-0,02932549","-0,9169998","-0,0001659483","4,230499"
"1848,48","-0,02964338","-0,9163742","-0,0001677472","4,229874"
"1848,49","-0,02932549","-0,9157524","-0,0001659483","4,229252"
"1848,5","-0,02892812","-0,9151268","-0,0001636997","4,228626"
"1848,51","-0,02853076","-0,9143753","-0,0001614511","4,227875"
"1848,52","-0,02853076","-0,9137497","-0,0001614511","4,227249"
"1848,53","-0,02892812","-0,913002","-0,0001636997","4,226501"
"1848,54","-0,02924601","-0,9117508","-0,0001654986","4,22525"
"1848,55","-0,0286897","-0,9106255","-0,0001623505","4,224125"
"1848,56","-0,02765656","-0,9097519","-0,0001565041","4,223251"
"1848,57","-0,02725919","-0,9090004","-0,0001542555","4,2225"
"1848,58","-0,02765656","-0,9081268","-0,0001565041","4,221626"
"1848,59","-0,02813339","-0,9073753","-0,0001592024","4,220875"
"1848,6","-0,02789497","-0,9065018","-0,0001578533","4,220001"
"1848,61","-0,02725919","-0,9057503","-0,0001542555","4,21925"
"1848,62","-0,02670288","-0,9051247","-0,0001511074","4,218624"
"1848,63","-0,02670288","-0,9046249","-0,0001511074","4,218124"
"1848,64","-0,02710024","-0,9038773","-0,000153356","4,217377"
"1848,65","-0,0278155","-0,9033775","-0,0001574035","4,216877"
"1848,66","-0,02813339","-0,9025002","-0,0001592024","4,216"
"1848,67","-0,02829234","-0,9011269","-0,0001601019","4,214626"
"1848,68","-0,02829234","-0,8996239","-0,0001601019","4,213123"
"1848,69","-0,02813339","-0,8990021","-0,0001592024","4,212502"
"1848,7","-0,02749761","-0,8979988","-0,0001556046","4,211498"
"1848,71","-0,02725919","-0,897377","-0,0001542555","4,210876"
"1848,72","-0,02765656","-0,8966255","-0,0001565041","4,210125"
"1848,73","-0,02845128","-0,895752","-0,0001610013","4,209251"
"1848,74","-0,02908707","-0,8951263","-0,0001645991","4,208626"
"1848,75","-0,02948443","-0,8945007","-0,0001668477","4,208"
"1848,76","-0,02948443","-0,8938751","-0,0001668477","4,207375"
"1848,77","-0,02924601","-0,8932495","-0,0001654986","4,206749"
"1848,78","-0,02884865","-0,8920021","-0,00016325","4,205502"
"1848,79","-0,02853076","-0,8904991","-0,0001614511","4,203999"
"1848,8","-0,02813339","-0,8897514","-0,0001592024","4,203251"
"1848,81","-0,0278155","-0,8889999","-0,0001574035","4,202499"
"1848,82","-0,02765656","-0,8880005","-0,0001565041","4,2015"
"1848,83","-0,02789497","-0,887249","-0,0001578533","4,200748"
"1848,84","-0,02853076","-0,8865013","-0,0001614511","4,200001"
"1848,85","-0,02908707","-0,8857498","-0,0001645991","4,199249"
"1848,86","-0,02964338","-0,8851242","-0,0001677472","4,198624"
"1848,87","-0,02972285","-0,8845024","-0,0001681969","4,198002"
"1848,88","-0,02964338","-0,8838768","-0,0001677472","4,197376"
"1848,89","-0,02924601","-0,8832512","-0,0001654986","4,196751"
"1848,9","-0,02892812","-0,8821259","-0,0001636997","4,195625"
"1848,91","-0,02884865","-0,8806267","-0,00016325","4,194126"
"1848,92","-0,0286897","-0,8796272","-0,0001623505","4,193127"
"1848,93","-0,02829234","-0,8787498","-0,0001601019","4,192249"
"1848,94","-0,02789497","-0,8778763","-0,0001578533","4,191376"
"1848,95","-0,02813339","-0,8769989","-0,0001592024","4,190498"
"1848,96","-0,0286897","-0,8762512","-0,0001623505","4,189751"
"1848,97","-0,02884865","-0,8757515","-0,00016325","4,189251"
"1848,98","-0,02805392","-0,8751259","-0,0001587527","4,188625"
"1848,99","-0,02710024","-0,8743744","-0,000153356","4,187874"
"1849","-0,02725919","-0,8737526","-0,0001542555","4,187252"
"1849,01","-0,02789497","-0,8730011","-0,0001578533","4,186501"
"1849,02","-0,02813339","-0,8717499","-0,0001592024","4,185249"
"1849,03","-0,02749761","-0,8706245","-0,0001556046","4,184124"
"1849,04","-0,02686183","-0,869751","-0,0001520068","4,18325"
"1849,05","-0,02686183","-0,8688774","-0,0001520068","4,182377"
"1849,06","-0,02741814","-0,8681259","-0,0001551549","4,181625"
"1849,07","-0,02813339","-0,8672523","-0,0001592024","4,180752"
"1849,08","-0,02884865","-0,8665009","-0,00016325","4,18"
"1849,09","-0,0286897","-0,8657494","-0,0001623505","4,179249"
"1849,1","-0,02845128","-0,8651276","-0,0001610013","4,178627"
"1849,11","-0,02884865","-0,864502","-0,00016325","4,178001"
"1849,12","-0,02948443","-0,8638763","-0,0001668477","4,177376"
"1849,13","-0,0298818","-0,8633766","-0,0001690964","4,176876"
"1849,14","-0,02972285","-0,8623772","-0,0001681969","4,175877"
"1849,15","-0,02964338","-0,8611259","-0,0001677472","4,174625"
"1849,16","-0,02932549","-0,8597488","-0,0001659483","4,173248"
"1849,17","-0,02924601","-0,8590012","-0,0001654986","4,172501"
"1849,18","-0,02932549","-0,8581276","-0,0001659483","4,171627"
"1849,19","-0,02948443","-0,8573761","-0,0001668477","4,170876"
"1849,2","-0,02924601","-0,8563766","-0,0001654986","4,169876"
"1849,21","-0,0286897","-0,855751","-0,0001623505","4,16925"
"1849,22","-0,02829234","-0,8551254","-0,0001601019","4,168625"
"1849,23","-0,02805392","-0,8544998","-0,0001587527","4,167999"
"1849,24","-0,0278155","-0,8537521","-0,0001574035","4,167252"
"1849,25","-0,02725919","-0,8532524","-0,0001542555","4,166752"
"1849,26","-0,02702077","-0,8521271","-0,0001529063","4,165627"
"1849,27","-0,02686183","-0,8506241","-0,0001520068","4,164124"
"1849,28","-0,02670288","-0,8498764","-0,0001511074","4,163376"
"1849,29","-0,02646446","-0,848999","-0,0001497582","4,162498"
"1849,3","-0,0260671","-0,8479996","-0,0001475096","4,161499"
"1849,31","-0,02598763","-0,8472519","-0,0001470599","4,160751"
"1849,32","-0,02646446","-0,8465004","-0,0001497582","4,16"
"1849,33","-0,02765656","-0,8457489","-0,0001565041","4,159248"
"1849,34","-0,02829234","-0,8451271","-0,0001601019","4,158627"
"1849,35","-0,02805392","-0,8445015","-0,0001587527","4,158001"
"1849,36","-0,02749761","-0,84375","-0,0001556046","4,157249"
"1849,37","-0,02765656","-0,8432503","-0,0001565041","4,15675"
"1849,38","-0,02805392","-0,8421249","-0,0001587527","4,155624"
"1849,39","-0,02805392","-0,8406258","-0,0001587527","4,154125"
"1849,4","-0,02765656","-0,8397522","-0,0001565041","4,153252"
"1849,41","-0,02725919","-0,8388748","-0,0001542555","4,152374"
"1849,42","-0,02765656","-0,8378754","-0,0001565041","4,151375"
"1849,43","-0,02908707","-0,8370018","-0,0001645991","4,150501"
"1849,44","-0,03051758","-0,8363762","-0,0001726942","4,149876"
"1849,45","-0,03091494","-0,8357506","-0,0001749428","4,14925"
"1849,46","-0,03035863","-0,835125","-0,0001717947","4,148624"
"1849,47","-0,0298818","-0,8343773","-0,0001690964","4,147877"
"1849,48","-0,02964338","-0,8337517","-0,0001677472","4,147251"
"1849,49","-0,02908707","-0,8330002","-0,0001645991","4,1465"
"1849,5","-0,02845128","-0,831749","-0,0001610013","4,145248"
"1849,51","-0,02805392","-0,8306274","-0,0001587527","4,144127"
"1849,52","-0,02829234","-0,8297501","-0,0001601019","4,14325"
"1849,53","-0,02845128","-0,8290024","-0,0001610013","4,142502"
"1849,54","-0,02845128","-0,8279991","-0,0001610013","4,141499"
"1849,55","-0,0286897","-0,8272514","-0,0001623505","4,140751"
"1849,56","-0,02908707","-0,8264999","-0,0001645991","4,139999"
"1849,57","-0,02932549","-0,8257523","-0,0001659483","4,139252"
"1849,58","-0,02932549","-0,8250008","-0,0001659483","4,1385"
"1849,59","-0,02908707","-0,824501","-0,0001645991","4,138"
"1849,6","-0,02845128","-0,8238754","-0,0001610013","4,137375"
"1849,61","-0,02789497","-0,8233757","-0,0001578533","4,136875"
"1849,62","-0,02789497","-0,8223763","-0,0001578533","4,135876"
"1849,63","-0,02805392","-0,8209991","-0,0001587527","4,134499"
"1849,64","-0,02813339","-0,8197517","-0,0001592024","4,133251"
"1849,65","-0,02813339","-0,8188744","-0,0001592024","4,132374"
"1849,66","-0,02813339","-0,8181267","-0,0001592024","4,131626"
"1849,67","-0,02853076","-0,8172493","-0,0001614511","4,130749"
"1849,68","-0,02892812","-0,8165016","-0,0001636997","4,130001"
"1849,69","-0,02948443","-0,8157501","-0,0001668477","4,12925"
"1849,7","-0,03027916","-0,8151245","-0,000171345","4,128624"
"1849,71","-0,03107389","-0,8144989","-0,0001758422","4,127998"
"1849,72","-0,03170967","-0,8138771","-0,00017944","4,127377"
"1849,73","-0,03155072","-0,8132515","-0,0001785406","4,126751"
"1849,74","-0,03035863","-0,8121262","-0,0001717947","4,125626"
"1849,75","-0,02932549","-0,810627","-0,0001659483","4,124126"
"1849,76","-0,02908707","-0,8097496","-0,0001645991","4,123249"
"1849,77","-0,02948443","-0,8090019","-0,0001668477","4,122501"
"1849,78","-0,03012021","-0,8081245","-0,0001704455","4,121624"
"1849,79","-0,030756","-0,8073769","-0,0001740433","4,120876"
"1849,8","-0,03131231","-0,8064995","-0,0001771914","4,119999"
"1849,81","-0,03107389","-0,8057518","-0,0001758422","4,119251"
"1849,82","-0,03067652","-0,8051262","-0,0001735936","4,118626"
"1849,83","-0,03051758","-0,8043747","-0,0001726942","4,117874"
"1849,84","-0,030756","-0,8037491","-0,0001740433","4,117249"
"1849,85","-0,03091494","-0,8031273","-0,0001749428","4,116627"
"1849,86","-0,03035863","-0,802002","-0,0001717947","4,115501"
"1849,87","-0,0298818","-0,8003769","-0,0001690964","4,113876"
"1849,88","-0,0298818","-0,7996254","-0,0001690964","4,113125"
"1849,89","-0,03035863","-0,7987518","-0,0001717947","4,112251"
