"aq",,,,
"Czas","Si³a","Przemieszczenie","Naprê¿.","Rozstaw"
"sec","N","mm","N/mm2","mm"
"1877,01","0,387907","1,461124","0,002195105","1,852375"
"1877,02","0,3902912","1,461876","0,002208597","1,851624"
"1877,03","0,3933112","1,462624","0,002225686","1,850876"
"1877,04","0,3956159","1,463501","0,002238728","1,849998"
"1877,05","0,396808","1,464249","0,002245474","1,849251"
"1877,06","0,3972848","1,464874","0,002248172","1,848625"
"1877,07","0,3976027","1,4655","0,002249971","1,848"
"1877,08","0,3976822","1,466125","0,002250421","1,847374"
"1877,09","0,3980001","1,466625","0,00225222","1,846874"
"1877,1","0,3982385","1,467751","0,002253569","1,845749"
"1877,11","0,3983974","1,46925","0,002254468","1,84425"
"1877,12","0,3984769","1,470375","0,002254918","1,843124"
"1877,13","0,3992716","1,471123","0,002259415","1,842377"
"1877,14","0,401338","1,472","0,002271108","1,841499"
"1877,15","0,4043579","1,472748","0,002288198","1,840752"
"1877,16","0,40706","1,473499","0,002303488","1,84"
"1877,17","0,4086494","1,474125","0,002312483","1,839375"
"1877,18","0,4092058","1,474873","0,002315631","1,838627"
"1877,19","0,4094442","1,475498","0,00231698","1,838001"
"1877,2","0,41008","1,476124","0,002320578","1,837376"
"1877,21","0,4107157","1,476749","0,002324176","1,83675"
"1877,22","0,4108747","1,478001","0,002325075","1,835499"
"1877,23","0,4102389","1,4795","0,002321477","1,834"
"1877,24","0,4092852","1,480373","0,00231608","1,833126"
"1877,25","0,4098415","1,481251","0,002319229","1,832249"
"1877,26","0,4125436","1,482124","0,002334519","1,831375"
"1877,27","0,4160404","1,482998","0,002354307","1,830502"
"1877,28","0,4184246","1,483624","0,002367799","1,829876"
"1877,29","0,4190604","1,484249","0,002371397","1,82925"
"1877,3","0,4192988","1,484875","0,002372746","1,828625"
"1877,31","0,4196962","1,485626","0,002374995","1,827873"
"1877,32","0,4196962","1,486248","0,002374995","1,827251"
"1877,33","0,4192988","1,487125","0,002372746","1,826374"
"1877,34","0,4194578","1,488373","0,002373645","1,825127"
"1877,35","0,4202525","1,489498","0,002378142","1,824001"
"1877,36","0,421683","1,49025","0,002386237","1,82325"
"1877,37","0,4235109","1,491001","0,002396581","1,822498"
"1877,38","0,4254182","1,492001","0,002407375","1,821499"
"1877,39","0,4271666","1,492748","0,002417268","1,820751"
"1877,4","0,4281998","1,4935","0,002423115","1,82"
"1877,41","0,4288355","1,494125","0,002426713","1,819374"
"1877,42","0,4293919","1,494873","0,002429861","1,818626"
"1877,43","0,4297892","1,495499","0,00243211","1,818001"
"1877,44","0,430425","1,496124","0,002435707","1,817375"
"1877,45","0,4309019","1,496624","0,002438406","1,816875"
"1877,46","0,4308224","1,497623","0,002437956","1,815876"
"1877,47","0,430425","1,498875","0,002435707","1,814625"
"1877,48","0,4305045","1,500248","0,002436157","1,813251"
"1877,49","0,4310608","1,500999","0,002439305","1,8125"
"1877,5","0,4323324","1,501873","0,002446501","1,811626"
"1877,51","0,4344781","1,502625","0,002458643","1,810875"
"1877,52","0,4369418","1,503498","0,002472585","1,810001"
"1877,53","0,439167","1,50425","0,002485177","1,80925"
"1877,54","0,4404386","1,504875","0,002492373","1,808624"
"1877,55","0,4410744","1,505501","0,00249597","1,807999"
"1877,56","0,4412333","1,506123","0,00249687","1,807377"
"1877,57","0,4412333","1,506748","0,00249687","1,806751"
"1877,58","0,4417101","1,507999","0,002499568","1,8055"
"1877,59","0,4427433","1,509373","0,002505415","1,804127"
"1877,6","0,4438559","1,51025","0,002511711","1,803249"
"1877,61","0,4453659","1,510998","0,002520256","1,802502"
"1877,62","0,4481474","1,511875","0,002535996","1,801624"
"1877,63","0,4514853","1,512749","0,002554884","1,800751"
"1877,64","0,4543463","1,5135","0,002571074","1,799999"
"1877,65","0,4553795","1,514248","0,002576921","1,799252"
"1877,66","0,4555384","1,514874","0,00257782","1,798626"
"1877,67","0,4553795","1,515499","0,002576921","1,798"
"1877,68","0,4553795","1,516251","0,002576921","1,797249"
"1877,69","0,4551411","1,516876","0,002575572","1,796623"
"1877,7","0,4546642","1,517998","0,002572873","1,795502"
"1877,71","0,4541079","1,519501","0,002569725","1,793999"
"1877,72","0,4542669","1,520374","0,002570625","1,793125"
"1877,73","0,4559358","1,521248","0,002580069","1,792252"
"1877,74","0,4590352","1,522251","0,002597608","1,791248"
"1877,75","0,4622936","1,522999","0,002616047","1,790501"
"1877,76","0,4643599","1,52375","0,00262774","1,789749"
"1877,77","0,465711","1,52425","0,002635385","1,789249"
"1877,78","0,4667441","1,524876","0,002641231","1,788624"
"1877,79","0,4675388","1,525623","0,002645729","1,787876"
"1877,8","0,4672209","1,526249","0,00264393","1,787251"
"1877,81","0,4661083","1,527","0,002637634","1,786499"
"1877,82","0,4650752","1,528248","0,002631787","1,785252"
"1877,83","0,4647573","1,529373","0,002629988","1,784126"
"1877,84","0,4659494","1,530251","0,002636734","1,783249"
"1877,85","0,4683336","1,531124","0,002650226","1,782375"
"1877,86","0,471274","1,531876","0,002666866","1,781624"
"1877,87","0,4745325","1,532749","0,002685304","1,78075"
"1877,88","0,4771551","1,533501","0,002700145","1,779999"
"1877,89","0,478824","1,534248","0,002709589","1,779251"
"1877,9","0,4795392","1,534874","0,002713637","1,778625"
"1877,91","0,4796187","1,5355","0,002714087","1,778"
"1877,92","0,4798571","1,536125","0,002715436","1,777374"
"1877,93","0,480175","1,536625","0,002717235","1,776875"
"1877,94","0,4800161","1,537624","0,002716335","1,775875"
"1877,95","0,4796187","1,538998","0,002714087","1,774502"
"1877,96","0,4796187","1,540249","0,002714087","1,773251"
"1877,97","0,4805724","1,541126","0,002719483","1,772373"
"1877,98","0,4832745","1,541874","0,002734774","1,771626"
"1877,99","0,4871686","1,542625","0,002756811","1,770874"
"1878","0,4906654","1,543373","0,002776598","1,770126"
"1878,01","0,4926523","1,54425","0,002787841","1,769249"
"1878,02","0,4936059","1,544876","0,002793238","1,768623"
"1878,03","0,4943212","1,545498","0,002797286","1,768002"
"1878,04","0,4947186","1,546249","0,002799534","1,76725"
"1878,05","0,4940828","1,546749","0,002795937","1,76675"
"1878,06","0,4928907","1,548","0,002789191","1,765499"
"1878,07","0,4924933","1,5495","0,002786942","1,764"
"1878,08","0,4932086","1,550251","0,00279099","1,763248"
"1878,09","0,4946391","1,550999","0,002799085","1,762501"
"1878,1","0,4971027","1,551998","0,002813026","1,761501"
"1878,11","0,5004406","1,55275","0,002831914","1,76075"
"1878,12","0,503699","1,553501","0,002850353","1,759998"
"1878,13","0,5055268","1,554249","0,002860697","1,759251"
"1878,14","0,5063216","1,554874","0,002865194","1,758625"
"1878,15","0,5072753","1,5555","0,002870591","1,757999"
"1878,16","0,5083084","1,556248","0,002876437","1,757252"
"1878,17","0,5091031","1,556873","0,002880934","1,756626"
"1878,18","0,5091826","1,557999","0,002881384","1,755501"
"1878,19","0,5089442","1,559498","0,002880035","1,754002"
"1878,2","0,5085468","1,560249","0,002877787","1,75325"
"1878,21","0,5091826","1,561123","0,002881384","1,752377"
"1878,22","0,5116463","1,562126","0,002895326","1,751373"
"1878,23","0,5152225","1,563","0,002915563","1,7505"
"1878,24","0,5179246","1,563625","0,002930854","1,749874"
"1878,25","0,5195141","1,564251","0,002939848","1,749249"
"1878,26","0,5203883","1,564873","0,002944795","1,748627"
"1878,27","0,521024","1,565498","0,002948393","1,748001"
"1878,28","0,521183","1,56625","0,002949293","1,74725"
"1878,29","0,5203883","1,566875","0,002944795","1,746624"
"1878,3","0,5191962","1,568249","0,00293805","1,745251"
"1878,31","0,5187194","1,569374","0,002935351","1,744125"
"1878,32","0,5195935","1,570248","0,002940298","1,743252"
"1878,33","0,5222161","1,570999","0,002955139","1,7425"
"1878,34","0,5260308","1,571873","0,002976726","1,741627"
"1878,35","0,5295277","1,572624","0,002996514","1,740875"
"1878,36","0,5318324","1,573498","0,003009556","1,740002"
"1878,37","0,5330245","1,574249","0,003016302","1,73925"
"1878,38","0,5336602","1,574875","0,003019899","1,738625"
"1878,39","0,5339782","1,5755","0,003021698","1,737999"
"1878,4","0,534455","1,576126","0,003024397","1,737373"
"1878,41","0,5350907","1,576626","0,003027994","1,736874"
"1878,42","0,5354881","1,577499","0,003030243","1,736"
"1878,43","0,5354087","1,578873","0,003029793","1,734627"
"1878,44","0,5352497","1,580124","0,003028894","1,733376"
"1878,45","0,5356471","1,581001","0,003031143","1,732498"
"1878,46","0,537316","1,581875","0,003040587","1,731625"
"1878,47","0,5407333","1,582623","0,003059925","1,730877"
"1878,48","0,5448659","1,5835","0,00308331","1,73"
"1878,49","0,5476475","1,584248","0,003099051","1,729252"
"1878,5","0,5486806","1,584873","0,003104897","1,728626"
"1878,51","0,5495548","1,585499","0,003109844","1,728001"
"1878,52","0,5509853","1,586124","0,003117939","1,727375"
"1878,53","0,5521774","1,58675","0,003124685","1,726749"
"1878,54","0,5520185","1,587749","0,003123786","1,72575"
"1878,55","0,5513827","1,589249","0,003120188","1,724251"
"1878,56","0,5511443","1,590126","0,003118839","1,723373"
"1878,57","0,5524158","1,591","0,003126034","1,7225"
"1878,58","0,5555947","1,591999","0,003144023","1,7215"
"1878,59","0,5595684","1,592751","0,00316651","1,720749"
"1878,6","0,5628268","1,593498","0,003184948","1,720001"
"1878,61","0,5649726","1,594124","0,003197091","1,719376"
"1878,62","0,5662441","1,594875","0,003204286","1,718624"
"1878,63","0,5666415","1,595501","0,003206535","1,717999"
"1878,64","0,5662441","1,596123","0,003204286","1,717377"
"1878,65","0,5656878","1,596748","0,003201138","1,716751"
"1878,66","0,5656083","1,598","0,003200688","1,7155"
"1878,67","0,5656878","1,599373","0,003201138","1,714127"
"1878,68","0,5658467","1,60025","0,003202038","1,713249"
"1878,69","0,5666415","1,600998","0,003206535","1,712502"
"1878,7","0,5695025","1,602001","0,003222725","1,711498"
"1878,71","0,5735556","1,602875","0,003245661","1,710625"
"1878,72","0,5768935","1,6035","0,003264549","1,709999"
"1878,73","0,5787213","1,604248","0,003274893","1,709251"
"1878,74","0,5799134","1,604874","0,003281639","1,708626"
"1878,75","0,5804698","1,605625","0,003284787","1,707874"
"1878,76","0,5804698","1,606251","0,003284787","1,707249"
"1878,77","0,5805492","1,606998","0,003285237","1,706501"
"1878,78","0,5809466","1,608376","0,003287485","1,705124"
"1878,79","0,5815029","1,609375","0,003290633","1,704124"
"1878,8","0,5821387","1,610123","0,003294231","1,703377"
"1878,81","0,5840461","1,611","0,003305025","1,702499"
"1878,82","0,5869865","1,611874","0,003321664","1,701626"
"1878,83","0,5892913","1,612751","0,003334706","1,700748"
"1878,84","0,5905628","1,613373","0,003341902","1,700127"
"1878,85","0,5916755","1,61425","0,003348198","1,699249"
"1878,86","0,593106","1,614876","0,003356293","1,698624"
"1878,87","0,5950133","1,615376","0,003367087","1,698124"
"1878,88","0,5968412","1,616123","0,00337743","1,697376"
"1878,89","0,5977948","1,616623","0,003382827","1,696877"
"1878,9","0,597477","1,6175","0,003381028","1,695999"
"1878,91","0,5964438","1,618874","0,003375182","1,694626"
"1878,92","0,5954106","1,620373","0,003369335","1,693127"
"1878,93","0,5956491","1,621124","0,003370684","1,692375"
"1878,94","0,5984306","1,621876","0,003386425","1,691624"
"1878,95","0,6035169","1,622623","0,003415207","1,690876"
"1878,96","0,6090005","1,623623","0,003446238","1,689877"
"1878,97","0,6123384","1,624249","0,003465126","1,689251"
"1878,98","0,6135305","1,624748","0,003471872","1,688751"
"1878,99","0,6139278","1,6255","0,003474121","1,688"
"1879","0,6139278","1,626125","0,003474121","1,687374"
"1879,01","0,6135305","1,626751","0,003471872","1,686749"
"1879,02","0,6127357","1,62775","0,003467375","1,685749"
"1879,03","0,611941","1,62925","0,003462878","1,68425"
"1879,04","0,6120999","1,630249","0,003463777","1,68325"
"1879,05","0,613292","1,631001","0,003470523","1,682499"
"1879,06","0,6165504","1,631874","0,003488962","1,681625"
"1879,07","0,6215572","1,632626","0,003517295","1,680874"
"1879,08","0,6261666","1,633499","0,003543378","1,68"
"1879,09","0,6283919","1,634251","0,003555971","1,679249"
"1879,1","0,629425","1,634876","0,003561817","1,678623"
"1879,11","0,6306171","1,635498","0,003568563","1,678001"
"1879,12","0,6312529","1,63625","0,003572161","1,67725"
"1879,13","0,6313324","1,636749","0,003572611","1,67675"
"1879,14","0,6312529","1,637875","0,003572161","1,675625"
"1879,15","0,6313324","1,639374","0,003572611","1,674126"
"1879,16","0,631094","1,640251","0,003571261","1,673248"
"1879,17","0,6316503","1,641125","0,003574409","1,672375"
"1879,18","0,6347497","1,641998","0,003591949","1,671501"
"1879,19","0,6403129","1,642876","0,00362343","1,670624"
"1879,2","0,6461143","1,643623","0,003656259","1,669876"
"1879,21","0,6498496","1,644249","0,003677397","1,66925"
"1879,22","0,6515185","1,644875","0,003686841","1,668625"
"1879,23","0,6518364","1,645626","0,003688639","1,667873"
"1879,24","0,6512801","1,646374","0,003685492","1,667126"
"1879,25","0,6508033","1,647125","0,003682793","1,666374"
"1879,26","0,6508033","1,648373","0,003682793","1,665127"
"1879,27","0,6512801","1,64925","0,003685492","1,664249"
"1879,28","0,652949","1,650249","0,003694936","1,66325"
"1879,29","0,6570022","1,651001","0,003717872","1,662498"
"1879,3","0,6630421","1,652","0,003752051","1,661499"
"1879,31","0,6687641","1,652748","0,003784431","1,660751"
"1879,32","0,6728172","1,6535","0,003807367","1,66"
"1879,33","0,6759961","1,654251","0,003825356","1,659248"
"1879,34","0,6791751","1,654999","0,003843345","1,658501"
"1879,35","0,6818771","1,655499","0,003858635","1,658001"
"1879,36","0,6834666","1,656124","0,00386763","1,657375"
"1879,37","0,6843408","1,656624","0,003872577","1,656876"
"1879,38","0,6847382","1,657623","0,003874825","1,655876"
"1879,39","0,685056","1,658875","0,003876624","1,654625"
"1879,4","0,6856918","1,660248","0,003880222","1,653252"
"1879,41","0,6883144","1,660999","0,003895063","1,6525"
"1879,42","0,6949107","1,661873","0,00393239","1,651627"
"1879,43","0,7063548","1,66275","0,00399715","1,650749"
"1879,44","0,7207394","1,663376","0,004078551","1,650124"
"1879,45","0,7350445","1,664124","0,004159501","1,649376"
"1879,46","0,7485549","1,664875","0,004235954","1,648624"
"1879,47","0,7611911","1,665501","0,004307461","1,647999"
"1879,48","0,7723967","1,666248","0,004370871","1,647251"
"1879,49","0,7815361","1,666748","0,00442259","1,646751"
"1879,5","0,7886887","1,667751","0,004463065","1,645748"
"1879,51","0,7946491","1,66925","0,004496794","1,644249"
"1879,52","0,8011659","1,67025","0,004533671","1,64325"
"1879,53","0,8113384","1,671124","0,004591236","1,642376"
"1879,54","0,8284251","1,672001","0,004687927","1,641499"
"1879,55","0,8504391","1,672749","0,004812501","1,640751"
"1879,56","0,8698304","1,6735","0,004922234","1,639999"
"1879,57","0,8810361","1,674248","0,004985644","1,639252"
"1879,58","0,8808772","1,674999","0,004984745","1,6385"
"1879,59","0,8645058","1,675625","0,004892102","1,637875"
"1879,6","0,8351803","1,67625","0,004726154","1,637249"
"1879,61","0,8121331","1,67675","0,004595734","1,636749"
"1879,62","0,8096695","1,677876","0,004581792","1,635624"
"1879,63","0,821511","1,679501","0,004648801","1,633999"
"1879,64","0,8358161","1,680374","0,004729751","1,633125"
"1879,65","0,8508365","1,681126","0,00481475","1,632374"
"1879,66","0,8694331","1,682125","0,004919985","1,631374"
"1879,67","0,8865992","1,682999","0,005017126","1,630501"
"1879,68","0,888745","1,68375","0,005029268","1,629749"
"1879,69","0,8743604","1,684376","0,004947868","1,629124"
"1879,7","0,8617242","1,684875","0,004876362","1,628624"
"1879,71","0,8649826","1,685623","0,0048948","1,627876"
"1879,72","0,8776188","1,686375","0,004966307","1,627125"
"1879,73","0,8891423","1,687","0,005031516","1,626499"
"1879,74","0,8979638","1,688248","0,005081436","1,625252"
"1879,75","0,9071032","1,689373","0,005133154","1,624126"
"1879,76","0,9150505","1,69025","0,005178127","1,623249"
"1879,77","0,9159247","1,690998","0,005183074","1,622501"
"1879,78","0,9067059","1,691998","0,005130906","1,621502"
"1879,79","0,8945465","1,692749","0,005062098","1,62075"
"1879,8","0,8926392","1,693501","0,005051305","1,619999"
"1879,81","0,9039243","1,694248","0,005115165","1,619251"
"1879,82","0,9206136","1,695","0,005209607","1,6185"
"1879,83","0,9360313","1,695499","0,005296854","1,618"
"1879,84","0,9462833","1,696125","0,005354868","1,617374"
"1879,85","0,9461244","1,696751","0,005353969","1,616749"
"1879,86","0,9309451","1,697624","0,005268072","1,615875"
"1879,87","0,9087722","1,698875","0,005142598","1,614624"
"1879,88","0,8977254","1,700123","0,005080087","1,613377"
"1879,89","0,9059111","1,701126","0,005126408","1,612373"
"1879,9","0,9281635","1,701874","0,005252331","1,611626"
"1879,91","0,9528001","1,702625","0,005391746","1,610874"
"1879,92","0,9637673","1,703373","0,005453808","1,610126"
"1879,93","0,9522438","1,70425","0,005388597","1,609249"
"1879,94","0,9328524","1,704876","0,005278865","1,608624"
"1879,95","0,9279251","1,705498","0,005250982","1,608002"
"1879,96","0,9397666","1,706123","0,005317991","1,607376"
"1879,97","0,9548664","1,706749","0,005403439","1,60675"
"1879,98","0,9623368","1,707874","0,005445713","1,605625"
"1879,99","0,9566943","1,709373","0,005413782","1,604126"
"1880","0,9407997","1,710125","0,005323838","1,603374"
"1880,01","0,9284019","1,710999","0,005253681","1,602501"
"1880,02","0,932614","1,711998","0,005277516","1,601501"
"1880,03","0,9489854","1,712749","0,005370159","1,60075"
"1880,04","0,96488","1,713501","0,005460104","1,599998"
"1880,05","0,9745757","1,714249","0,005514971","1,599251"
"1880,06","0,9741783","1,714874","0,005512722","1,598625"
"1880,07","0,9619395","1,715626","0,005443464","1,597874"
"1880,08","0,9478728","1,716248","0,005363863","1,597252"
"1880,09","0,9461244","1,716751","0,005353969","1,596748"
"1880,1","0,95733","1,717999","0,00541738","1,595501"
"1880,11","0,9724299","1,719624","0,005502828","1,593876"
"1880,12","0,9864171","1,720375","0,005581979","1,593124"
"1880,13","0,998497","1,721249","0,005650337","1,592251"
"1880,14","1,009226","1,722126","0,00571105","1,591373"
"1880,15","1,013756","1,723","0,005736684","1,5905"
"1880,16","1,007001","1,723751","0,005698458","1,589748"
"1880,17","0,995795","1,724251","0,005635047","1,589249"
"1880,18","0,9953976","1,724873","0,005632798","1,588627"
"1880,19","1,007636","1,725498","0,005702056","1,588001"
"1880,2","1,019637","1,72625","0,005769964","1,58725"
"1880,21","1,022895","1,726875","0,005788403","1,586624"
"1880,22","1,022339","1,728123","0,005785255","1,585377"
"1880,23","1,026471","1,7295","0,005808641","1,584"
"1880,24","1,034101","1,730251","0,005851814","1,583248"
"1880,25","1,036167","1,730999","0,005863507","1,5825"
"1880,26","1,031319","1,731873","0,005836073","1,581627"
"1880,27","1,02973","1,73275","0,005827079","1,58075"
"1880,28","1,038869","1,733376","0,005878798","1,580124"
"1880,29","1,052936","1,734249","0,005958399","1,57925"
"1880,3","1,063506","1,734875","0,006018212","1,578625"
"1880,31","1,070102","1,7355","0,006055539","1,577999"
"1880,32","1,073519","1,736126","0,006074877","1,577374"
"1880,33","1,066844","1,736626","0,0060371","1,576874"
"1880,34","1,048485","1,737499","0,005933214","1,576"
"1880,35","1,032114","1,738873","0,005840571","1,574627"
"1880,36","1,030684","1,740124","0,005832476","1,573376"
"1880,37","1,040936","1,741123","0,00589049","1,572376"
"1880,38","1,054605","1,742001","0,005967843","1,571499"
"1880,39","1,070499","1,742748","0,006057788","1,570751"
"1880,4","1,087189","1,7435","0,00615223","1,57"
"1880,41","1,093308","1,744251","0,006186858","1,569248"
"1880,42","1,0825","1,744873","0,006125696","1,568626"
"1880,43","1,068036","1,745499","0,006043846","1,568001"
"1880,44","1,067956","1,746124","0,006043397","1,567375"
"1880,45","1,081626","1,74675","0,006120749","1,56675"
"1880,46","1,097759","1,747875","0,006212043","1,565624"
"1880,47","1,110872","1,749374","0,006286248","1,564125"
"1880,48","1,118978","1,750248","0,00633212","1,563251"
"1880,49","1,119137","1,750999","0,006333019","1,5625"
"1880,5","1,115719","1,751873","0,006313681","1,561626"
"1880,51","1,118739","1,752625","0,00633077","1,560875"
"1880,52","1,128197","1,753498","0,006384287","1,560001"
"1880,53","1,136541","1,75425","0,006431509","1,55925"
"1880,54","1,143456","1,754875","0,006470635","1,558624"
"1880,55","1,150926","1,755501","0,006512909","1,557999"
"1880,56","1,150926","1,756123","0,006512909","1,557377"
"1880,57","1,140356","1,756748","0,006453095","1,556751"
"1880,58","1,131455","1,757999","0,006402726","1,5555"
"1880,59","1,134634","1,759373","0,006420715","1,554127"
"1880,6","1,145442","1,76025","0,006481878","1,553249"
"1880,61","1,156886","1,761124","0,006546638","1,552376"
"1880,62","1,1669","1,762001","0,006603303","1,551498"
"1880,63","1,172781","1,762875","0,006636583","1,550625"
"1880,64","1,173258","1,763626","0,006639281","1,549873"
"1880,65","1,177708","1,764248","0,006664466","1,549252"
"1880,66","1,191616","1,764874","0,006743168","1,548626"
"1880,67","1,202822","1,765499","0,006806579","1,548"
"1880,68","1,188914","1,766251","0,006727877","1,547249"
"1880,69","1,145681","1,766876","0,006483227","1,546623"
"1880,7","1,098633","1,76825","0,00621699","1,54525"
"1880,71","1,079162","1,769375","0,006106808","1,544125"
"1880,72","1,092672","1,770123","0,006183261","1,543377"
"1880,73","1,124859","1,771126","0,006365399","1,542374"
"1880,74","1,163642","1,771873","0,006584865","1,541626"
"1880,75","1,200676","1,772751","0,006794436","1,540749"
"1880,76","1,227458","1,773499","0,006945994","1,540001"
"1880,77","1,2393","1,77425","0,007013002","1,539249"
"1880,78","1,237074","1,774876","0,00700041","1,538624"
"1880,79","1,22722","1,775501","0,006944644","1,537998"
"1880,8","1,216014","1,776123","0,006881233","1,537376"
"1880,81","1,197497","1,776623","0,006776447","1,536877"
"1880,82","1,160781","1,7775","0,006568674","1,535999"
"1880,83","1,116117","1,778873","0,00631593","1,534626"
"1880,84","1,091242","1,780251","0,006175166","1,533249"
"1880,85","1,099348","1,780998","0,006221037","1,532501"
"1880,86","1,133442","1,781876","0,006413969","1,531624"
"1880,87","1,181126","1,782623","0,006683804","1,530876"
"1880,88","1,227856","1,783501","0,006948242","1,529999"
"1880,89","1,259486","1,784248","0,007127232","1,529251"
"1880,9","1,270692","1,784874","0,007190643","1,528625"
"1880,91","1,268069","1,7855","0,007175802","1,528"
"1880,92","1,265526","1,786251","0,007161411","1,527248"
"1880,93","1,271486","1,786751","0,007195141","1,526749"
"1880,94","1,283566","1,78775","0,007263498","1,525749"
"1880,95","1,292626","1,789375","0,007314767","1,524124"
"1880,96","1,292864","1,790249","0,007316116","1,523251"
"1880,97","1,291831","1,791","0,00731027","1,522499"
"1880,98","1,302004","1,791874","0,007367835","1,521626"
"1880,99","1,320998","1,792625","0,007475319","1,520874"
"1881","1,333237","1,793499","0,007544577","1,52"
"1881,01","1,332998","1,794125","0,007543227","1,519375"
"1881,02","1,328548","1,794876","0,007518043","1,518623"
"1881,03","1,328309","1,795498","0,007516694","1,518002"
"1881,04","1,333634","1,796249","0,007546825","1,51725"
"1881,05","1,341422","1,796875","0,007590898","1,516624"
"1881,06","1,347701","1,798","0,007626426","1,515499"
"1881,07","1,347303","1,7995","0,007624178","1,514"
"1881,08","1,339992","1,800251","0,007582803","1,513248"
"1881,09","1,335144","1,801125","0,00755537","1,512375"
"1881,1","1,344442","1,802124","0,007607988","1,511375"
"1881,11","1,365662","1,802876","0,007728064","1,510624"
"1881,12","1,385609","1,803623","0,007840944","1,509876"
"1881,13","1,394669","1,804249","0,007892213","1,509251"
"1881,14","1,397053","1,804874","0,007905705","1,508625"
"1881,15","1,402934","1,805626","0,007938985","1,507874"
"1881,16","1,413345","1,806248","0,007997898","1,507252"
"1881,17","1,419544","1,806999","0,008032978","1,5065"
"1881,18","1,416445","1,808376","0,008015438","1,505123"
"1881,19","1,410882","1,80925","0,007983957","1,50425"
"1881,2","1,413981","1,810123","0,008001496","1,503376"
"1881,21","1,42622","1,811001","0,008070754","1,502499"
"1881,22","1,439492","1,811874","0,008145858","1,501625"
"1881,23","1,446406","1,812748","0,008184983","1,500751"
"1881,24","1,444817","1,813499","0,00817599","1,5"
"1881,25","1,437585","1,814251","0,008135065","1,499249"
"1881,26","1,431147","1,814873","0,008098637","1,498627"
"1881,27","1,431147","1,815498","0,008098637","1,498001"
"1881,28","1,436472","1,816124","0,008128769","1,497375"
"1881,29","1,444181","1,816624","0,008172392","1,496876"
"1881,3","1,450062","1,817623","0,008205671","1,495876"
"1881,31","1,449664","1,819","0,008203423","1,494499"
"1881,32","1,441558","1,820248","0,008157551","1,493252"
"1881,33","1,431942","1,821125","0,008103134","1,492374"
"1881,34","1,43377","1,821873","0,008113477","1,491627"
"1881,35","1,452287","1,822624","0,008218264","1,490875"
"1881,36","1,473586","1,823498","0,008338789","1,490002"
"1881,37","1,483122","1,824249","0,008392757","1,48925"
"1881,38","1,485745","1,824875","0,008407597","1,488625"
"1881,39","1,491467","1,8255","0,008439978","1,487999"
"1881,4","1,498779","1,826126","0,008481353","1,487373"
"1881,41","1,500209","1,826748","0,008489448","1,486752"
"1881,42","1,492898","1,827751","0,008448073","1,485748"
"1881,43","1,482248","1,82925","0,00838781","1,484249"
"1881,44","1,478672","1,83025","0,008367572","1,48325"
"1881,45","1,489878","1,831001","0,008430983","1,482498"
"1881,46","1,513481","1,831875","0,008564551","1,481625"
"1881,47","1,535892","1,832623","0,008691373","1,480877"
"1881,48","1,536926","1,833374","0,00869722","1,480125"
"1881,49","1,508554","1,834248","0,008536668","1,479252"
"1881,5","1,471043","1,834873","0,008324399","1,478626"
"1881,51","1,454751","1,835499","0,008232205","1,478001"
"1881,52","1,466195","1,83625","0,008296966","1,477249"
"1881,53","1,48805","1,836876","0,00842064","1,476624"
"1881,54","1,50617","1,838001","0,008523177","1,475498"
"1881,55","1,519442","1,8395","0,008598281","1,473999"
"1881,56","1,530409","1,840374","0,008660343","1,473125"
"1881,57","1,541456","1,841125","0,008722855","1,472374"
"1881,58","1,55139","1,842125","0,00877907","1,471375"
"1881,59","1,549562","1,842999","0,008768726","1,470501"
"1881,6","1,527707","1,843624","0,008645052","1,469875"
"1881,61","1,502037","1,84425","0,008499791","1,46925"
"1881,62","1,497746","1,844875","0,008475506","1,468624"
"1881,63","1,516183","1,845623","0,008579842","1,467876"
"1881,64","1,539389","1,846249","0,008711161","1,467251"
"1881,65","1,555125","1,847","0,008800207","1,466499"
"1881,66","1,562436","1,848373","0,008841582","1,465126"
"1881,67","1,565059","1,849373","0,008856423","1,464127"
"1881,68","1,568715","1,850124","0,00887711","1,463375"
"1881,69","1,573801","1,850998","0,008905892","1,462502"
"1881,7","1,570781","1,851875","0,008888802","1,461624"
"1881,71","1,555125","1,852623","0,008800207","1,460876"
"1881,72","1,540025","1,8535","0,00871476","1,459999"
"1881,73","1,540979","1,854248","0,008720156","1,459251"
"1881,74","1,558781","1,854874","0,008820894","1,458626"
"1881,75","1,581192","1,855373","0,008947717","1,458126"
"1881,76","1,597087","1,856125","0,009037661","1,457375"
"1881,77","1,605431","1,856625","0,009084882","1,456875"
"1881,78","1,611392","1,857624","0,009118612","1,455875"
"1881,79","1,616716","1,859001","0,009148743","1,454498"
"1881,8","1,618703","1,860249","0,009159987","1,453251"
"1881,81","1,618942","1,861126","0,009161336","1,452374"
"1881,82","1,627286","1,862","0,009208557","1,4515"
"1881,83","1,648823","1,862751","0,009330432","1,450748"
"1881,84","1,675367","1,863499","0,00948064","1,450001"
"1881,85","1,694997","1,86425","0,009591722","1,449249"
"1881,86","1,704931","1,864876","0,009647937","1,448624"
"1881,87","1,70962","1,865498","0,009674471","1,448002"
"1881,88","1,711289","1,866123","0,009683915","1,447376"
"1881,89","1,710176","1,866623","0,00967762","1,446877"
